number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence
3,103.3812833,104.1409625,102.7987555,103.6923474,1.09306952,1.027930111,25.91215,30.9835375,10.79460447,9.44054827,658.9666667,695.1,651.0172916,686.1844361,1.086249202,0.972958112,245.5,262.25,104.8526055,110.2832943,179,176.5,177.4662291,175.3107175,1.089858969,1.047485861,56,45.5,23.93045479,21.17191536,7935,8957,7325.051341,8291.082117,1.021660212,0.851666626,7551,4893.5,3114.2007,3226.009377,38.9,42.975,37.37010776,41.19818012,1.056938386,0.900083493,24.8,20,11.52938275,12.22750486,10.45333333,12.015,8.529946505,10.08994615,0.938742745,0.776707618,13.44,7.535,5.527539135,5.498333839,56.66666667,60.25,46.25659998,51.48667758,0.946587399,0.865531177,65,31.25,28.40578971,25.37099722,3.333333333,3.5,3.301927249,3.464101615,1.088899975,0.979971182,1,1.25,0.471404521,0.5
5,103.010254,70.79330154,76.29990788,40.18673189,1.386756437,1.242880207,192.981,36.48676028,66.1563517,73.78210293,770.22,1012.787,727.8459992,951.7810074,1.548550914,0.953085961,772,702.9548182,283.3093673,333.7367575,150,103.9018182,133.5625803,84.72725248,1.519309945,1.465678099,171,27.66545455,58.76053097,65.70153863,5503.4858,3222.990364,1151.451048,63.88865017,1.292731562,1.064650762,9778.571,1866.311455,3719.63542,4137.986542,82.226,108.5071727,55.18822578,79.73981899,1.383150513,0.857975748,135.97,76.75964545,48.91393568,48.12731156,7.7044,4.733,4.372162157,1.24891022,1.376280066,1.260803905,12.878,1.959818182,4.412944305,5.134808353,91.205316,43.41086182,8.270719086,0.639396719,0.484926963,0.558769909,399.97342,36.34913818,154.8327823,113.3968302,2.8,2.597272727,2.605171085,2.406149463,1.531778079,1.267080318,3,1.017272727,1.166190379,1.177281853
4,78.77165,62.2805232,70.12894068,60.2107497,1.268192388,1.106788607,104.164,27.2568904,39.76185183,17.20757028,706.55,798.91148,688.7297356,786.5938587,1.360592064,1.045414178,414.7,368.4878,161.678887,136.4173635,167.5,147.0256,163.276845,143.9004517,1.362186468,1.16474563,92,58.5272,35.9826347,30.55671685,5540.25,5853.048,4704.820703,5152.721144,1.267488526,0.931745544,6324,3017.812,2427.113757,2240.615538,38.0175,40.349444,22.84827632,24.71914431,1.045688461,0.649214313,75.63,31.098756,29.58883098,32.72513534,14.285,18.280928,12.33868192,16.50925081,1.237365853,0.910005608,20.6,10.94652,8.136748429,7.941195463,86.5,88.1596,60.53673629,75.63414698,1.081653715,1.090097904,183,35.9204,69.10318372,54.56847192,3.25,3.6188,3.080070288,3.419424495,1.332244922,0.989061772,3,1.9436,1.089724736,1.182491674
3,107.7123362,110.9592052,83.84147393,92.25287236,0.920743365,0.237282926,130.2684614,103.9831776,57.57445444,48.46290383,570.8333333,550.1580315,570.399104,549.9395378,1.097855849,0.581558893,53.1,405.0755433,22.14051088,15.67238079,182,175.7929053,175.0212763,172.0264713,1.062202017,0.459875651,115,145.9657757,47.84001115,33.3662831,5582.333333,5286.460904,5080.184214,5005.345309,1.016524607,0.390354372,5201,4600.124157,2160.384277,1493.320111,48.33333333,48.12752935,48.22679135,48.06617287,1.096434059,0.543631654,7.5,37.05858106,3.171049598,2.382468143,9,7.401948539,8.76815279,7.193804605,1.074247175,0.661599659,4.4,4.713964527,1.930457631,1.90587039,86.33333333,68.45690732,32.27017346,26.78764738,0.372566342,0.410338928,224,58.6977267,105.126379,96.10567415,3,3,3,3,1.098612289,0.568055962,0,2.246065451,0,4.44E-16
2,75.38625,48.6925775,70.18388397,48.41971682,0.624954054,0.140604715,55.0385,45.6054125,27.51925,6.690064949,688.65,658.7255,687.958647,658.6852268,0.692143424,0.083610676,61.7,637.1405,30.85,7.499786647,174.5,175.955,174.4935529,175.9546179,0.693110235,0.076826205,3,170.765,1.5,0.364657373,8478.5,4626.145,7490.804363,4576.218842,0.579026306,0.169113132,7943,4252.645,3971.5,965.4911724,60.15,10.6315,31.81069003,9.448162263,0.267999964,0.434480407,102.1,7.2955,51.05,12.41050594,20.2,18.745,20.14422994,18.74178185,0.690387558,0.087597387,3,18.094,1.5,0.364657373,86,23.92,57.44562647,22.64267378,0.3823885,0.311839912,128,19.42,64,15.5587146,5,4.03,4.898979486,4.024402038,0.673011667,0.106983015,2,3.85,1,0.243104916
5,77.715394,72.00612375,62.54183135,55.6444398,1.447116969,1.246057022,122.90607,33.44004875,41.65033055,44.48774279,855.8,889.38,818.4226004,844.6435407,1.564270865,1.376535888,772,319.28125,262.3966921,283.5636191,137.2,128.4625,123.5578323,113.7333531,1.526101872,1.350564132,147,46.5875,51.90529838,54.61271458,6439.6858,4994.30725,1375.888833,797.8550878,1.33550255,1.197416847,12448.571,1869.71775,4005.657425,3059.797159,79.98,73.35,63.98587087,57.0441501,1.438679019,1.240797337,125.3,34.235,44.16792501,45.97602636,13.9444,12.10425,6.499836355,4.835822515,1.286151031,1.048397624,27.478,6.8695,9.961203012,10.31310225,58.405316,36.394145,11.54083778,6.127095623,1.137426719,1.078712386,149.97342,18.755855,53.58002617,33.25964351,3.8,3.2875,3.519482029,3.10687301,1.535190849,1.408894148,4,1.175,1.469693846,1.131301794
5,83.24476,94.0749,59.50608142,70.16077821,1.311510373,1.215476602,192.981,50.245175,67.23383471,69.64405524,779.88,739.5625,740.3993327,712.3138577,1.553218704,1.581370081,764.1,83.3125,276.0631478,229.125222,149.8,155.4375,133.4253112,143.5910134,1.519537361,1.494692745,171,35.0625,58.6085318,50.44919319,4584.2858,5468.928625,874.1647863,1755.778154,1.161774357,1.098757215,9778.571,2444.821375,4004.273231,3977.525292,73.1,72.9125,33.14878276,34.96983755,1.200885906,1.188557217,138.63,29.249375,57.64567252,54.54518248,8.1524,9.129,4.646433492,6.323336498,1.392937492,1.348328924,12.878,3.24725,4.361026375,3.866160175,128.605316,146.0658225,14.28764329,25.13695972,0.871976277,0.806874585,399.97342,99.9966775,154.0080285,162.5129628,2.6,2.75,2.402248868,2.514866859,1.519382665,1.429724432,3,1,1.2,1.299038106
3,57.96776667,63.53532773,55.65656979,61.56293641,1.058806933,0.923400221,39.8617,29.31528591,16.34254948,15.19509402,706,784.2263636,668.5014569,756.9819116,1.048658426,0.915004632,521.9,357.0704545,216.3478834,183.9019601,167.3333333,146.5409091,157.4669318,139.1706675,1.039379893,1.08704826,140,17.98636364,57.71385353,49.60153186,4516.333333,5305.063636,3190.622086,4336.989474,0.857576838,0.787823531,7018,2826.681818,2873.068781,2434.377836,87.86666667,104.1995455,55.24977526,62.25272245,0.712169308,0.507863984,179.3,82.82909091,77.9667593,84.99331872,7.176666667,8.052772727,5.578827364,6.679348949,0.872612477,0.791206771,11.47,4.8145,4.848204708,4.600897446,59.84,46.85909091,16.01560977,8.379096559,0.704082538,0.682251086,99.48,29.56818182,42.81274577,42.90368027,3.333333333,4.027272727,2.620741394,3.417511234,0.897945725,0.753299877,5,2.559090909,2.054804668,1.925706911
1,69.723,69.723,69.723,69.723,0,0,0,0,0,0,578.7,578.7,578.7,578.7,0,0,0,0,0,0,136,136,136,136,0,0,0,0,0,0,5904,5904,5904,5904,0,0,0,0,0,0,30.4,30.4,30.4,30.4,0,0,0,0,0,0,5.59,5.59,5.59,5.59,0,0,0,0,0,0,29,29,29,29,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0
5,60.93397464,71.50034009,44.60939124,55.48242879,1.341822385,1.205922284,122.90607,34.20391141,44.89724616,44.28592179,1047.9,899.96475,969.6908786,850.9560559,1.534958379,1.481945741,1138.9,245.96475,405.0866623,303.9738426,111,128.085,93.09169067,113.17006,1.456375597,1.31372618,153,47.595,59.69924623,54.72323798,3950.025,4937.114593,231.9715077,797.0446832,1.090363245,1.089607727,7872.571,1968.45336,3303.278324,2961.052226,123.64,77.3175,79.51228084,57.0282474,1.239234522,1.419950785,312.3,27.40625,110.9131119,61.58255998,9.6564,12.006545,2.682904077,4.829477589,0.995338911,0.969214479,27.478,6.91785,10.30831295,10.25722681,28.410856,35.5066758,2.067830985,6.085086945,0.915950053,0.914340994,78.97342,19.74923825,31.2221645,31.09302417,2.8,3.2225,2.459509486,3.021915404,1.494403211,1.35998674,4,1.2225,1.326649916,1.13269314
5,72.942289,81.42380139,59.27173424,68.19290056,1.448003392,1.134874508,121.3276,38.81533432,39.81774444,40.6286783,786.82,738.4507143,744.8945997,702.5116592,1.551717339,1.319550935,810.6,308.5492857,279.2013854,255.4700426,162,171.6214286,141.5082766,153.3076067,1.503679049,1.198667437,205,71.2,69.52121978,67.89439992,5168.6858,5481.489857,1123.331226,1779.992019,1.309618693,0.870082092,8958.571,3775.795857,3412.738535,3275.51716,74.83,80.20928571,55.68190733,56.19088657,1.375170975,0.988861208,127.05,50.06357143,49.27792203,52.56008792,9.7844,9.582428571,5.328768146,6.23912103,1.378821289,1.032998645,15.978,5.489,5.46601989,4.3853689,107.005316,176.86094,12.66097872,26.31675085,0.755118631,0.229999954,399.97342,168.5676314,150.5737776,190.6674203,2.6,2.157142857,2.491461879,2.129786668,1.56495725,1.365182164,2,0.814285714,0.8,0.383059648
2,141.0608,141.0608,124.5943639,124.5943639,0.578797537,0.578797537,132.2784,66.1392,66.1392,66.1392,830.7,830.7,822.6312904,822.6312904,0.683449821,0.683449821,231,115.5,115.5,115.5,134,134,132.4990566,132.4990566,0.681967115,0.681967115,40,20,20,20,8533.5,8533.5,8058.795195,8058.795195,0.638046332,0.638046332,5613,2806.5,2806.5,2806.5,58.05,58.05,53.94163513,53.94163513,0.623233553,0.623233553,42.9,21.45,21.45,21.45,16.235,16.235,11.49473793,11.49473793,0.417302428,0.417302428,22.93,11.465,11.465,11.465,42.5,42.5,41.83300133,41.83300133,0.677494404,0.677494404,15,7.5,7.5,7.5,4.5,4.5,4.472135955,4.472135955,0.686961577,0.686961577,1,0.5,0.5,0.5
4,76.4445625,51.24566538,59.35667247,34.93526616,1.199540745,1.291888138,121.3276,14.28831923,43.82335412,44.19212522,794,1003.623077,741.6293489,937.5591924,1.315004308,0.890516212,810.6,659.7153846,311.7434923,342.3960014,164.5,114.5384615,139.0005138,89.68519077,1.256700567,1.339742693,205,22.61538462,77.52580216,79.23539942,4235.85725,2952.461769,669.5565878,66.34216896,1.015407123,0.812798146,8958.571,2066.922846,3194.938946,3639.129247,77.2375,109.1692308,53.52796465,86.5393773,1.105182174,0.762761032,127.05,74.35384615,54.83075523,49.44571436,8.1805,5.250307692,4.035568999,1.33691978,1.112098197,1.042927359,12.878,2.903538462,4.948155288,5.648556567,108.756645,96.39892769,7.55238461,1.096295409,0.336261916,0.203148214,399.97342,92.29338,168.3010468,166.4403826,2.25,2.076923077,2.213363839,2.063362233,1.368922361,1.201823024,1,0.846153846,0.433012702,0.266469355
